name,orcid,field,is_nobel,horizon,ref_year,cutoff_year,total_citations,avg_author_position,avg_authors_per_paper,complexity_keyword_score,complexity_concept_score,complexity_mesh_score,mesh_coverage,journals,h_index,total_publications,complexity_n_works_analyzed,cby_min_year
P.B. Snyder,0000-0002-0613-4232,Physics,0,0,2012,2012,581,7.56,11.5,0.2053,0.8118,0.0,0.0,33,11,271,165,2012
P.B. Snyder,0000-0002-0613-4232,Physics,0,5,2012,2007,36,6.92,11.58,0.2083,0.8174,0.0,0.0,23,4,131,82,2012
P.B. Snyder,0000-0002-0613-4232,Physics,0,10,2012,2002,11,4.94,9.11,0.2478,0.8262,0.0,0.0,12,2,35,24,2012
D. von der Linde,0000-0001-5618-3879,Physics,0,0,2019,2019,2291,6.47,8.45,0.3198,0.7959,0.2656,0.0057,57,21,174,133,2012
D. von der Linde,0000-0001-5618-3879,Physics,0,5,2019,2014,1226,5.78,7.59,0.3103,0.7918,0.5307,0.0094,58,18,213,157,2012
D. von der Linde,0000-0001-5618-3879,Physics,0,10,2019,2009,85,5.46,7.21,0.2914,0.7884,0.5307,0.0087,63,4,231,160,2012
J. Birn,0000-0002-1496-4076,Physics,0,0,2012,2012,427,2.22,4.54,0.1466,0.8575,0.0,0.0,43,9,224,137,2012
J. Birn,0000-0002-1496-4076,Physics,0,5,2012,2007,105,2.19,4.14,0.1469,0.8586,0.0,0.0,42,5,222,144,2012
J. Birn,0000-0002-1496-4076,Physics,0,10,2012,2002,151,2.2,4.18,0.1411,0.8695,0.0,0.0,36,7,175,123,2012
H. Zohm,0000-0002-8870-7806,Physics,0,0,2014,2014,1744,9.93,14.09,0.2166,0.8128,0.0,0.0,36,19,418,254,2012
H. Zohm,0000-0002-8870-7806,Physics,0,5,2014,2009,205,9.36,14.46,0.2251,0.8101,0.0,0.0,34,6,352,209,2012
H. Zohm,0000-0002-8870-7806,Physics,0,10,2014,2004,155,8.67,14.4,0.2065,0.8119,0.0,0.0,25,6,220,114,2012
Z. M. Sheng,0000-0002-8823-9993,Physics,0,0,2020,2020,5314,7.07,9.63,0.3488,0.8171,0.5869,0.016,89,37,500,449,2012
Z. M. Sheng,0000-0002-8823-9993,Physics,0,5,2020,2015,1573,6.2,9.11,0.3257,0.8205,0.5869,0.0262,58,18,305,275,2012
Z. M. Sheng,0000-0002-8823-9993,Physics,0,10,2020,2010,10,5.04,8.26,0.2955,0.8216,1.0,0.0098,31,1,102,92,2012
A. Herrmann,0000-0003-3872-2407,Physics,0,0,2022,2022,7791,6.52,14.18,0.2294,0.8127,1.0,0.0028,39,45,361,197,2012
A. Herrmann,0000-0003-3872-2407,Physics,0,5,2022,2017,4568,6.19,14.19,0.2343,0.8165,1.0,0.003,37,34,338,189,2012
A. Herrmann,0000-0003-3872-2407,Physics,0,10,2022,2012,659,6.67,16.56,0.231,0.8175,1.0,0.0036,32,10,276,147,2012
H. R. Wilson,0000-0003-3333-7470,Physics,0,0,2022,2022,4554,9.42,11.65,0.2011,0.8336,0.0,0.0,36,33,184,135,2012
H. R. Wilson,0000-0003-3333-7470,Physics,0,5,2022,2017,3383,9.85,12.28,0.1966,0.8289,0.0,0.0,31,31,198,148,2012
H. R. Wilson,0000-0003-3333-7470,Physics,0,10,2022,2012,699,9.94,12.33,0.2141,0.8369,0.7333,0.0051,32,12,195,155,2012
Hadley Wickham,0000-0003-4757-117X,Physics,0,0,2014,2014,2418,1.74,2.59,0.2117,0.6038,0.5922,0.0348,24,11,115,61,2012
Hadley Wickham,0000-0003-4757-117X,Physics,0,5,2014,2009,1,1.58,2.36,0.2628,0.6257,0.6198,0.0444,10,1,45,13,2012
Hadley Wickham,0000-0003-4757-117X,Physics,0,10,2014,2004,0,2.67,4.0,0.0,0.6,0.0,0.0,0,0,3,2,2013
Jake Vanderplas,0000-0002-9623-3401,Physics,0,0,2016,2016,4354,7.13,17.19,0.1593,0.6721,0.0,0.0,14,9,31,27,2012
Jake Vanderplas,0000-0002-9623-3401,Physics,0,5,2016,2011,0,10.57,23.14,0.1084,0.8762,0.0,0.0,7,0,7,5,2012
Fabián Pedregosa,0000-0003-4025-3953,Physics,0,0,2014,2014,989,2.86,7.93,0.4,0.5872,1.0,0.0714,5,2,14,8,2012
William T. Vetterling,0009-0009-9476-3319,Physics,0,0,2014,2014,758,2.9,3.62,0.2714,0.6776,0.0,0.0,8,5,21,12,2012
William T. Vetterling,0009-0009-9476-3319,Physics,0,5,2014,2009,17,3.03,4.13,0.2106,0.6492,0.0,0.0,13,2,30,17,2012
William T. Vetterling,0009-0009-9476-3319,Physics,0,10,2014,2004,22,2.98,4.4,0.1825,0.6294,0.0,0.0,26,3,45,22,2012
Carole Goble,0000-0003-1219-2137,Physics,0,0,2013,2013,3109,4.0,6.19,0.2114,0.6179,0.4119,0.0573,91,23,454,287,2012
Carole Goble,0000-0003-1219-2137,Physics,0,5,2013,2008,472,3.36,5.51,0.2058,0.6178,0.4578,0.0643,74,11,342,201,2012
Carole Goble,0000-0003-1219-2137,Physics,0,10,2013,2003,280,3.05,5.31,0.2059,0.6338,0.4946,0.0979,37,9,143,89,2012
Susanna‐Assunta Sansone,0000-0001-5306-5690,Physics,0,0,2023,2023,22950,12.7,18.11,0.3368,0.6973,0.5108,0.1454,75,50,337,265,2012
Susanna‐Assunta Sansone,0000-0001-5306-5690,Physics,0,5,2023,2018,6913,11.14,16.76,0.3801,0.7541,0.5173,0.2189,58,34,201,153,2012
Susanna‐Assunta Sansone,0000-0001-5306-5690,Physics,0,10,2023,2013,1607,9.17,15.39,0.4206,0.7873,0.5208,0.2941,44,17,119,94,2012
Stéfan van der Walt,0000-0001-9276-1891,Physics,0,0,2005,2005,0,3.0,6.0,0.1333,0.6521,0.0,0.0,1,0,1,0,
Zachary DeVito,0009-0002-8863-1503,Physics,0,0,2022,2022,21271,5.74,11.43,0.2754,0.6114,0.0,0.0,5,14,23,22,2012
Zachary DeVito,0009-0002-8863-1503,Physics,0,5,2022,2017,439,2.29,6.65,0.1769,0.6136,0.0,0.0,4,8,17,16,2012
Zachary DeVito,0009-0002-8863-1503,Physics,0,10,2022,2012,24,1.33,6.0,0.15,0.6,0.0,0.0,0,1,3,3,2012
Paul Groth,0000-0003-0183-6910,Physics,0,0,2023,2023,18688,3.54,6.8,0.2012,0.5828,0.4809,0.0166,81,42,362,261,2012
Paul Groth,0000-0003-0183-6910,Physics,0,5,2023,2018,5502,3.4,6.73,0.1791,0.576,0.5104,0.0191,62,31,262,172,2012
Paul Groth,0000-0003-0183-6910,Physics,0,10,2023,2013,1213,2.83,5.39,0.1746,0.559,0.3958,0.0108,52,16,186,123,2012
Romain François,0000-0002-2444-4226,Physics,0,0,2015,2015,185,1.88,3.0,0.2667,0.6134,0.0,0.0,4,3,17,9,2012
Romain François,0000-0002-2444-4226,Physics,0,5,2015,2010,1,1.88,3.0,0.3667,0.5853,0.0,0.0,3,1,8,5,2012
Rob Hooft,0000-0001-6825-9439,Physics,0,0,2017,2017,1510,5.49,10.51,0.4057,0.7354,0.632,0.1395,19,9,43,25,2012
Rob Hooft,0000-0001-6825-9439,Physics,0,5,2017,2012,329,2.91,5.19,0.3833,0.8104,0.4792,0.2553,26,9,47,30,2012
Rob Hooft,0000-0001-6825-9439,Physics,0,10,2017,2007,22,2.25,4.34,0.35,0.8293,0.3958,0.1818,22,3,44,26,2012
Rob Knight,0000-0002-0975-9019,Chemistry,0,0,2022,2022,11924,13.57,16.35,0.4226,0.7649,0.5427,0.218,149,57,500,387,2012
Richard Durbin,0000-0002-9130-1006,Chemistry,0,0,2018,2018,79544,17.05,27.15,0.4961,0.8376,0.6174,0.5317,52,74,205,164,2012
Richard Durbin,0000-0002-9130-1006,Chemistry,0,5,2018,2013,14876,12.18,18.83,0.5064,0.8439,0.613,0.5556,43,46,144,109,2012
Richard Durbin,0000-0002-9130-1006,Chemistry,0,10,2018,2008,14,8.15,12.99,0.4716,0.8221,0.6082,0.4727,38,2,110,75,2012
Peer Bork,0000-0002-2627-833X,Chemistry,0,0,2019,2019,84723,10.84,15.32,0.4546,0.8149,0.5303,0.46,141,119,500,350,2012
Peer Bork,0000-0002-2627-833X,Chemistry,0,5,2019,2014,21561,8.69,12.56,0.463,0.8311,0.5424,0.5197,93,60,304,197,2012
Peer Bork,0000-0002-2627-833X,Chemistry,0,10,2019,2009,23,6.7,10.12,0.4534,0.8449,0.5339,0.4975,77,3,199,120,2012
Steven L. Salzberg,0000-0002-8859-7432,Chemistry,0,0,2019,2019,104207,10.17,14.59,0.4526,0.8146,0.5978,0.4409,84,90,347,236,2012
Steven L. Salzberg,0000-0002-8859-7432,Chemistry,0,5,2019,2014,24487,9.59,14.18,0.4558,0.8054,0.5779,0.4632,76,61,285,177,2012
Steven L. Salzberg,0000-0002-8859-7432,Chemistry,0,10,2019,2009,58,9.21,14.17,0.4242,0.7747,0.5692,0.4128,66,4,218,127,2012
Jun Wang,0009-0008-8475-2934,Chemistry,0,0,2012,2012,5327,9.97,13.81,0.5177,0.782,0.6397,0.518,240,35,500,337,2012
Jun Wang,0009-0008-8475-2934,Chemistry,0,5,2012,2007,7,5.47,9.65,0.5287,0.7986,0.6029,0.4912,37,1,57,41,2012
Sudhir Kumar,0000-0002-9918-8212,Chemistry,0,0,2014,2014,34041,2.68,3.77,0.4152,0.8221,0.4795,0.4047,59,30,215,137,2012
Sudhir Kumar,0000-0002-9918-8212,Chemistry,0,5,2014,2009,25,2.13,2.98,0.3881,0.8255,0.4617,0.3503,45,4,157,95,2012
Sudhir Kumar,0000-0002-9918-8212,Chemistry,0,10,2014,2004,19,1.78,2.63,0.3518,0.8301,0.4458,0.3091,30,3,110,58,2012
Richard A. Gibbs,0000-0002-1356-5698,Chemistry,0,0,2021,2021,32854,20.09,28.14,0.4947,0.8234,0.6204,0.48,145,77,500,375,2012
Richard A. Gibbs,0000-0002-1356-5698,Chemistry,0,5,2021,2016,5400,17.73,24.26,0.5148,0.8274,0.6007,0.5419,92,34,227,164,2012
Koichiro Tamura,0000-0001-7189-5399,Chemistry,0,0,2014,2014,29754,2.73,4.04,0.4826,0.7891,0.6516,0.3673,23,14,49,33,2012
Koichiro Tamura,0000-0001-7189-5399,Chemistry,0,5,2014,2009,10,2.23,3.65,0.4259,0.8062,0.548,0.45,19,1,40,29,2012
Koichiro Tamura,0000-0001-7189-5399,Chemistry,0,10,2014,2004,10,2.59,4.41,0.34,0.8071,0.4295,0.4118,17,1,34,22,2012
Heng Li,0000-0003-4874-2874,Chemistry,0,0,2020,2020,98924,4.86,12.0,0.4621,0.776,0.6089,0.3714,174,65,315,233,2012
Heng Li,0000-0003-4874-2874,Chemistry,0,5,2020,2015,25680,3.8,11.6,0.4639,0.7754,0.6092,0.4235,121,40,196,137,2012
Heng Li,0000-0003-4874-2874,Chemistry,0,10,2020,2010,10,4.03,12.48,0.4421,0.7555,0.6255,0.3431,73,2,102,67,2012
Mark Gerstein,0000-0002-9746-3719,Chemistry,0,0,2018,2018,45859,10.24,15.04,0.5474,0.8445,0.6068,0.542,124,92,500,389,2012
Mark Gerstein,0000-0002-9746-3719,Chemistry,0,5,2018,2013,11168,8.29,10.37,0.5894,0.8497,0.6427,0.6145,95,48,332,257,2012
Mark Gerstein,0000-0002-9746-3719,Chemistry,0,10,2018,2008,28,6.31,7.51,0.5733,0.8506,0.6304,0.6218,61,2,156,108,2012
Richard K. Wilson,0000-0002-1992-1358,Chemistry,0,0,2014,2014,18208,20.48,24.51,0.5298,0.8017,0.5919,0.5673,76,66,275,175,2012
Richard K. Wilson,0000-0002-1992-1358,Chemistry,0,5,2014,2009,87,14.56,18.14,0.5327,0.7906,0.6251,0.646,46,4,113,75,2012
Richard K. Wilson,0000-0002-1992-1358,Chemistry,0,10,2014,2004,130,11.19,14.44,0.5589,0.7898,0.6815,0.6346,26,5,52,31,2012
David Haussler,0000-0003-1533-4575,Chemistry,0,0,2018,2018,32848,13.08,16.37,0.4499,0.8475,0.5063,0.4172,64,79,302,249,2012
David Haussler,0000-0003-1533-4575,Chemistry,0,5,2018,2013,8192,9.77,12.31,0.454,0.8295,0.5391,0.4332,62,47,247,190,2012
David Haussler,0000-0003-1533-4575,Chemistry,0,10,2018,2008,151,6.65,8.04,0.42,0.7816,0.5759,0.3724,54,7,196,131,2012
Huanming Yang,0000-0002-0858-3410,Chemistry,0,0,2023,2023,15170,19.87,24.86,0.3908,0.8013,0.5348,0.25,151,67,500,414,2012
Huanming Yang,0000-0002-0858-3410,Chemistry,0,5,2023,2018,139,15.71,19.79,0.4669,0.8166,0.5542,0.4588,42,5,85,76,2012
Eugene V. Koonin,0000-0003-3943-8299,Chemistry,0,0,2014,2014,12704,3.68,4.88,0.3476,0.8302,0.4527,0.354,132,57,500,319,2012
Eugene V. Koonin,0000-0003-3943-8299,Chemistry,0,5,2014,2009,14,3.53,4.87,0.3423,0.8372,0.455,0.3481,86,2,316,180,2012
Eugene V. Koonin,0000-0003-3943-8299,Chemistry,0,10,2014,2004,8,3.22,4.67,0.3685,0.8426,0.4424,0.3592,45,2,142,58,2012
Steven J.M. Jones,0000-0003-3394-2208,Chemistry,0,0,2011,2011,105,9.31,13.48,0.535,0.7879,0.6301,0.5385,163,5,364,245,2012
Steven J.M. Jones,0000-0003-3394-2208,Chemistry,0,5,2011,2006,97,8.27,12.75,0.5373,0.766,0.6277,0.5121,104,5,207,128,2012
Steven J.M. Jones,0000-0003-3394-2208,Chemistry,0,10,2011,2001,35,5.62,8.77,0.4028,0.719,0.5508,0.4026,43,3,77,46,2012
Paul Flicek,0000-0002-3897-7955,Chemistry,0,0,2022,2022,86841,20.36,31.26,0.4099,0.8569,0.5222,0.3573,91,117,431,345,2012
Paul Flicek,0000-0002-3897-7955,Chemistry,0,5,2022,2017,27672,19.34,31.34,0.4485,0.8607,0.5556,0.3773,70,73,273,198,2012
Paul Flicek,0000-0002-3897-7955,Chemistry,0,10,2022,2012,2565,13.48,28.49,0.4946,0.8677,0.5678,0.4946,34,27,93,63,2012
Stephen F. Altschul,0000-0003-2120-9631,Chemistry,0,0,2023,2023,2387,2.4,3.66,0.651,0.8545,0.8073,0.5714,17,14,35,32,2012
Stephen F. Altschul,0000-0003-2120-9631,Chemistry,0,5,2023,2018,1326,2.47,3.74,0.5901,0.8291,0.8255,0.5106,22,15,47,36,2012
Stephen F. Altschul,0000-0003-2120-9631,Chemistry,0,10,2023,2013,7044,2.43,3.73,0.5463,0.827,0.699,0.5686,28,14,51,34,2012
Evan E. Eichler,0000-0002-8246-4014,Chemistry,0,0,2007,2007,11,5.57,9.87,0.4695,0.8354,0.5831,0.5781,40,2,128,76,2012
Evan E. Eichler,0000-0002-8246-4014,Chemistry,0,5,2007,2002,11,2.77,4.98,0.4237,0.8196,0.5561,0.5,21,2,52,33,2012
Evan E. Eichler,0000-0002-8246-4014,Chemistry,0,10,2007,1997,19,2.25,4.83,0.4505,0.7911,0.5451,0.5,11,1,24,14,2012
Ruth E. Ley,0000-0002-9087-1672,Chemistry,0,0,2012,2012,3612,7.11,11.89,0.4381,0.7579,0.5729,0.4032,38,24,62,38,2012
Ruth E. Ley,0000-0002-9087-1672,Chemistry,0,5,2012,2007,0,2.27,5.08,0.3639,0.7335,0.5431,0.2308,18,0,26,17,2012
Ruth E. Ley,0000-0002-9087-1672,Chemistry,0,10,2012,2002,0,2.0,3.43,0.1333,0.6762,0.0,0.0,5,0,7,4,2012
Ewan Birney,0000-0001-8314-8497,Chemistry,0,0,2024,2024,87716,15.26,22.19,0.4212,0.8313,0.5386,0.3907,106,100,366,273,2012
Ewan Birney,0000-0001-8314-8497,Chemistry,0,5,2024,2019,50227,13.69,22.0,0.4127,0.8427,0.5196,0.4373,100,84,295,199,2012
Ewan Birney,0000-0001-8314-8497,Chemistry,0,10,2024,2014,17600,12.34,20.13,0.4168,0.8465,0.4987,0.4798,78,55,223,151,2012
Curtis Huttenhower,0000-0002-1110-0096,Chemistry,0,0,2022,2022,95131,12.41,17.83,0.4783,0.7907,0.6402,0.3485,126,120,482,342,2012
Curtis Huttenhower,0000-0002-1110-0096,Chemistry,0,5,2022,2017,18358,9.54,14.02,0.5018,0.8069,0.6308,0.4147,86,57,258,189,2012
Curtis Huttenhower,0000-0002-1110-0096,Chemistry,0,10,2022,2012,686,5.26,12.47,0.5407,0.839,0.6226,0.5714,38,14,77,63,2012
Minoru Kanehisa,0000-0001-6123-540X,Chemistry,0,0,2018,2018,35681,4.24,5.01,0.3577,0.8454,0.5202,0.3158,84,47,304,215,2012
Minoru Kanehisa,0000-0001-6123-540X,Chemistry,0,5,2018,2013,7502,4.0,4.66,0.3541,0.8493,0.5226,0.3019,87,28,318,221,2012
Minoru Kanehisa,0000-0001-6123-540X,Chemistry,0,10,2018,2008,72,3.8,4.27,0.3549,0.8556,0.5467,0.2841,80,4,271,184,2012
Julie Thompson,0000-0003-4893-3478,Chemistry,0,0,2020,2020,29073,4.74,6.74,0.3999,0.798,0.5467,0.3313,77,23,163,100,2012
Julie Thompson,0000-0003-4893-3478,Chemistry,0,5,2020,2015,20100,4.11,6.8,0.4923,0.802,0.5571,0.4941,50,20,85,64,2012
Julie Thompson,0000-0003-4893-3478,Chemistry,0,10,2020,2010,15,3.02,5.87,0.4979,0.8233,0.5129,0.5714,33,2,63,49,2012
Peter J. Turnbaugh,0000-0002-0888-2875,Chemistry,0,0,2015,2015,18450,5.13,7.36,0.3249,0.7925,0.3939,0.403,35,31,67,41,2012
Peter J. Turnbaugh,0000-0002-0888-2875,Chemistry,0,5,2015,2010,0,3.2,7.75,0.3649,0.7869,0.356,0.75,12,0,20,14,2012
Peter J. Turnbaugh,0000-0002-0888-2875,Chemistry,0,10,2015,2005,0,3.0,5.5,0.2292,0.8335,0.2917,0.5,2,0,2,2,2012
Gábor Marth,0000-0003-0222-1694,Chemistry,0,0,2013,2013,3630,7.19,13.85,0.5971,0.861,0.6377,0.5957,23,19,47,35,2012
Gábor Marth,0000-0003-0222-1694,Chemistry,0,5,2013,2008,6,3.64,8.52,0.546,0.8328,0.6528,0.6,14,1,25,13,2012
Gábor Marth,0000-0003-0222-1694,Chemistry,0,10,2013,2003,6,2.82,8.47,0.4278,0.8189,0.5104,0.4706,11,1,17,9,2012
Donna M. Muzny,0000-0002-3055-0359,Chemistry,0,0,2013,2013,4196,13.27,24.68,0.5625,0.8354,0.6619,0.6,54,27,105,80,2012
Donna M. Muzny,0000-0002-3055-0359,Chemistry,0,5,2013,2008,31,8.59,15.67,0.611,0.8308,0.6927,0.7407,15,3,27,21,2012
Donna M. Muzny,0000-0002-3055-0359,Chemistry,0,10,2013,2003,31,4.05,7.86,0.5981,0.8394,0.6703,0.7727,14,3,22,16,2012
Willem M. de Vos,0000-0002-0273-3166,Chemistry,0,0,2019,2019,36918,6.93,8.64,0.4693,0.7524,0.5681,0.428,181,93,500,352,2012
Willem M. de Vos,0000-0002-0273-3166,Chemistry,0,5,2019,2014,7662,6.68,8.27,0.5057,0.7482,0.5831,0.4562,108,40,274,174,2012
Willem M. de Vos,0000-0002-0273-3166,Chemistry,0,10,2019,2009,0,4.96,6.38,0.5637,0.7319,0.6176,0.5833,25,0,48,37,2012
Simon Anders,0000-0003-4868-1805,Chemistry,0,0,2015,2015,5623,2.77,6.19,0.4618,0.8644,0.5637,0.383,22,18,47,38,2012
Simon Anders,0000-0003-4868-1805,Chemistry,0,5,2015,2010,0,1.83,3.67,0.53,0.8444,0.6875,0.3333,7,0,12,11,2012
J. Gregory Caporaso,0000-0002-8865-1670,Chemistry,0,0,2023,2023,104948,9.8,14.98,0.41,0.7572,0.5158,0.2982,82,72,218,183,2012
J. Gregory Caporaso,0000-0002-8865-1670,Chemistry,0,5,2023,2018,36157,9.24,14.77,0.4011,0.7651,0.5151,0.303,57,50,165,132,2012
J. Gregory Caporaso,0000-0002-8865-1670,Chemistry,0,10,2023,2013,3145,4.69,9.44,0.4272,0.7476,0.5171,0.4516,31,22,62,46,2012
Catherine Lozupone,0000-0003-4786-7202,Chemistry,0,0,2020,2020,69193,9.53,17.92,0.3869,0.7977,0.521,0.3376,65,57,157,125,2012
Catherine Lozupone,0000-0003-4786-7202,Chemistry,0,5,2020,2015,16289,6.86,13.64,0.3818,0.7871,0.4512,0.4571,40,39,70,52,2012
Catherine Lozupone,0000-0003-4786-7202,Chemistry,0,10,2020,2010,11,5.9,11.1,0.3435,0.7906,0.4605,0.4872,25,2,39,29,2012
Eric Banks,0000-0001-9615-2372,Chemistry,0,0,2015,2015,8805,7.85,24.64,0.5964,0.832,0.6484,0.6154,26,18,39,26,2012
Eric Banks,0000-0001-9615-2372,Chemistry,0,5,2015,2010,0,2.64,6.45,0.4107,0.7353,0.4167,0.4545,9,0,11,8,2012
Eric Banks,0000-0001-9615-2372,Chemistry,0,10,2015,2005,0,1.8,3.6,0.2958,0.6544,0.4583,0.2,4,0,5,3,2012
Andrew Rambaut,0000-0003-4337-3707,Chemistry,0,0,2024,2024,113372,18.76,25.14,0.4417,0.7397,0.6102,0.372,108,118,414,337,2012
Andrew Rambaut,0000-0003-4337-3707,Chemistry,0,5,2024,2019,41669,9.34,12.66,0.5042,0.7551,0.6321,0.4903,79,79,257,193,2012
Andrew Rambaut,0000-0003-4337-3707,Chemistry,0,10,2024,2014,12363,5.04,7.36,0.5157,0.7677,0.6236,0.4925,61,44,201,146,2012
George M. Weinstock,0000-0002-2997-4592,Chemistry,0,0,2015,2015,15881,11.02,16.11,0.4701,0.7846,0.5577,0.5346,126,52,361,270,2012
George M. Weinstock,0000-0002-2997-4592,Chemistry,0,5,2015,2010,51,8.34,13.95,0.4685,0.7914,0.5422,0.5471,75,5,223,163,2012
George M. Weinstock,0000-0002-2997-4592,Chemistry,0,10,2015,2005,80,5.35,7.78,0.4734,0.7946,0.548,0.5563,53,5,142,102,2012
Charles Lee,0000-0001-7317-6662,Chemistry,0,0,2018,2018,26420,10.09,13.59,0.5688,0.7829,0.7003,0.5303,124,57,264,149,2012
Charles Lee,0000-0001-7317-6662,Chemistry,0,5,2018,2013,7402,8.45,11.88,0.5798,0.783,0.7001,0.567,108,36,224,111,2012
Charles Lee,0000-0001-7317-6662,Chemistry,0,10,2018,2008,36,5.8,9.01,0.5571,0.7706,0.6698,0.5855,86,4,152,76,2012
Robert A. Holt,0000-0002-7259-1247,Chemistry,0,0,2014,2014,7078,13.34,22.44,0.4931,0.8264,0.5961,0.5192,81,34,156,117,2012
Robert A. Holt,0000-0002-7259-1247,Chemistry,0,5,2014,2009,60,10.22,19.94,0.5267,0.8299,0.6155,0.5481,55,4,104,82,2012
Robert A. Holt,0000-0002-7259-1247,Chemistry,0,10,2014,2004,55,6.16,20.1,0.444,0.8209,0.6025,0.3673,30,3,49,36,2012
Desmond G. Higgins,0000-0002-3952-3285,Chemistry,0,0,2017,2017,22390,4.78,6.11,0.556,0.8325,0.6035,0.3727,64,34,220,98,2012
Desmond G. Higgins,0000-0002-3952-3285,Chemistry,0,5,2017,2012,6064,4.75,6.2,0.5763,0.8268,0.621,0.6238,57,15,101,73,2012
Desmond G. Higgins,0000-0002-3952-3285,Chemistry,0,10,2017,2007,74,3.25,4.59,0.5435,0.8349,0.6083,0.5172,46,4,87,54,2012
David J. Lipman,0009-0002-3443-2023,Chemistry,0,0,2014,2014,3945,6.25,10.75,0.3533,0.7954,0.6042,0.2951,23,29,61,51,2012
David J. Lipman,0009-0002-3443-2023,Chemistry,0,5,2014,2009,7,5.81,9.94,0.2685,0.8093,0.4115,0.2308,23,2,52,40,2012
David J. Lipman,0009-0002-3443-2023,Chemistry,0,10,2014,2004,7,2.65,5.9,0.2636,0.8146,0.3318,0.175,23,2,40,25,2012
Søren Brunak,0000-0003-0316-5866,Chemistry,0,0,2005,2005,7,4.03,5.0,0.4441,0.8412,0.5486,0.4615,62,1,156,100,2012
Søren Brunak,0000-0003-0316-5866,Chemistry,0,5,2005,2000,4,3.16,4.31,0.3877,0.8323,0.4667,0.4321,37,1,81,47,2012
Søren Brunak,0000-0003-0316-5866,Chemistry,0,10,2005,1995,1,2.73,4.31,0.3879,0.8346,0.431,0.3077,16,1,26,14,2012
Chad Nusbaum,0000-0002-2777-1708,Chemistry,0,0,2011,2011,7,15.9,23.11,0.4714,0.8101,0.6014,0.5657,29,2,99,56,2012
Chad Nusbaum,0000-0002-2777-1708,Chemistry,0,5,2011,2006,3,19.52,34.45,0.5366,0.839,0.6217,0.6552,12,1,29,15,2012
Chad Nusbaum,0000-0002-2777-1708,Chemistry,0,10,2011,2001,2,6.62,25.38,0.6559,0.8917,0.743,0.75,5,1,8,4,2012
Alex Bateman,0000-0002-6982-4660,Chemistry,0,0,2006,2006,0,2.22,4.62,0.4315,0.8494,0.5137,0.4833,26,0,60,34,2012
Alex Bateman,0000-0002-6982-4660,Chemistry,0,5,2006,2001,0,1.79,4.42,0.4342,0.8514,0.4856,0.5417,15,0,24,11,2012
Alex Bateman,0000-0002-6982-4660,Chemistry,0,10,2006,1996,0,2.0,3.8,0.5764,0.8132,0.5764,0.6,5,0,5,1,2012
George M. Church,0000-0003-3535-2076,Chemistry,0,0,2013,2013,7850,5.86,7.57,0.5157,0.8391,0.5818,0.6266,105,49,316,198,2012
George M. Church,0000-0003-3535-2076,Chemistry,0,5,2013,2008,23,4.56,5.47,0.5338,0.8486,0.5928,0.6328,63,3,177,102,2012
George M. Church,0000-0003-3535-2076,Chemistry,0,10,2013,2003,20,3.98,4.57,0.5202,0.8712,0.5578,0.6629,34,3,89,53,2012
Toby J. Gibson,0000-0003-0657-5166,Chemistry,0,0,2021,2021,39295,7.72,11.43,0.4126,0.8703,0.5275,0.4252,61,48,127,93,2012
Toby J. Gibson,0000-0003-0657-5166,Chemistry,0,5,2021,2016,18260,6.31,9.26,0.4537,0.8606,0.5443,0.5,62,34,110,64,2012
Toby J. Gibson,0000-0003-0657-5166,Chemistry,0,10,2021,2011,24,4.3,6.38,0.4491,0.8487,0.5092,0.5,54,3,104,56,2012
Sean R. Eddy,0000-0001-6676-4706,Chemistry,0,0,2019,2019,30142,4.35,5.88,0.5649,0.8499,0.662,0.5586,34,56,111,83,2012
Sean R. Eddy,0000-0001-6676-4706,Chemistry,0,5,2019,2014,12855,3.35,4.64,0.5029,0.8344,0.6296,0.525,40,37,120,84,2012
Sean R. Eddy,0000-0001-6676-4706,Chemistry,0,10,2019,2009,14,2.95,4.2,0.4871,0.8263,0.6302,0.5,37,2,104,68,2012
T Gingeras,0000-0001-9106-3573,Chemistry,0,0,2017,2017,869,1.7,1.89,0.5109,0.8164,0.7178,0.022,19,9,500,25,2012
Michael I. Love,0000-0001-8401-0545,Chemistry,0,0,2019,2019,18712,3.77,6.84,0.484,0.8126,0.7508,0.2295,36,24,122,87,2012
Michael I. Love,0000-0001-8401-0545,Chemistry,0,5,2019,2014,174,2.33,6.5,0.6066,0.8198,0.6789,0.3889,10,6,18,14,2012
Michael I. Love,0000-0001-8401-0545,Chemistry,0,10,2019,2009,0,1.0,1.0,0.0,0.6,0.0,0.0,1,0,1,1,2014
Dan Knights,0000-0002-8205-2511,Chemistry,0,0,2023,2023,92431,10.52,19.26,0.4042,0.7631,0.5014,0.3518,85,70,199,143,2012
Dan Knights,0000-0002-8205-2511,Chemistry,0,5,2023,2018,28678,10.13,20.73,0.3894,0.7587,0.4766,0.3538,60,39,130,90,2012
Dan Knights,0000-0002-8205-2511,Chemistry,0,10,2023,2013,2905,7.88,15.76,0.4098,0.7302,0.4435,0.4524,27,17,42,31,2012
Robert E. Handsaker,0000-0002-3128-3547,Chemistry,0,0,2010,2010,1,7.0,35.5,0.4583,0.7412,0.4583,0.5,4,1,4,2,2012
