name,orcid,field,is_nobel,horizon,ref_year,cutoff_year,total_citations,avg_author_position,avg_authors_per_paper,complexity_keyword_score,complexity_concept_score,complexity_mesh_score,mesh_coverage,journals,h_index,total_publications,complexity_n_works_analyzed,cby_min_year
Guy C. Lloyd‐Jones,0000-0003-2128-6864,Chemistry,0,10,2012,2002,26,2.22,3.52,0.2409,0.8775,0.0,0.0,26,2,90,70,2012
Douglas M. Templeton,0000-0003-0693-662X,Chemistry,0,0,2017,2017,56,3.01,3.01,0.1354,0.6982,0.2917,0.002,2,3,500,399,2012
John W. Moore,0000-0001-7652-0668,Chemistry,0,0,2018,2018,359,1.41,1.64,0.0764,0.6603,0.6666,0.0101,33,10,199,167,2012
John W. Moore,0000-0001-7652-0668,Chemistry,0,5,2018,2013,185,1.33,1.65,0.071,0.69,0.6041,0.0165,38,6,242,206,2012
John W. Moore,0000-0001-7652-0668,Chemistry,0,10,2018,2008,70,1.3,1.69,0.1182,0.7113,0.571,0.0408,46,4,245,204,2012
J. D. Bernal,0000-0003-0104-8439,Chemistry,0,0,2019,2019,393,2.87,6.68,0.3752,0.582,0.4372,0.4194,20,11,31,21,2012
J. D. Bernal,0000-0003-0104-8439,Chemistry,0,5,2019,2014,129,2.4,3.88,0.324,0.5919,0.3768,0.36,17,6,25,19,2012
J. D. Bernal,0000-0003-0104-8439,Chemistry,0,10,2019,2009,0,1.95,3.11,0.3417,0.5793,0.4467,0.2632,15,0,19,16,2012
Michelle Francl,0000-0003-1940-1560,Chemistry,0,0,2006,2006,4,2.87,3.87,0.3848,0.8403,0.5694,0.0968,17,1,31,23,2012
Michelle Francl,0000-0003-1940-1560,Chemistry,0,5,2006,2001,45,2.35,4.03,0.322,0.8461,0.2083,0.027,14,3,37,27,2012
Michelle Francl,0000-0003-1940-1560,Chemistry,0,10,2006,1996,45,2.12,3.76,0.2959,0.8576,0.0,0.0,12,3,33,24,2012
Silvia E. Braslavsky,0000-0002-2796-8586,Chemistry,0,0,2017,2017,14,1.8,7.67,0.282,0.77,0.0,0.0,2,2,500,412,2012
Monica Nordberg,0000-0002-5315-1633,Chemistry,0,0,2018,2018,407,1.61,3.46,0.1398,0.7405,0.5375,0.002,5,7,500,457,2012
Paul G. Mezey,0000-0001-7245-5141,Chemistry,0,0,2018,2018,757,1.87,2.14,0.2712,0.817,0.3923,0.0414,36,13,145,82,2012
Paul G. Mezey,0000-0001-7245-5141,Chemistry,0,5,2018,2013,468,1.89,2.22,0.2605,0.8125,0.4901,0.0386,54,11,207,106,2012
Paul G. Mezey,0000-0001-7245-5141,Chemistry,0,10,2018,2008,195,1.91,2.21,0.2595,0.7955,0.4704,0.0361,61,7,249,114,2012
Philippe C. Hiberty,0000-0002-7081-4654,Chemistry,0,0,2015,2015,1181,2.73,3.25,0.2747,0.8528,0.5271,0.04,38,18,125,92,2012
Philippe C. Hiberty,0000-0002-7081-4654,Chemistry,0,5,2015,2010,47,2.53,3.18,0.2659,0.851,0.5807,0.0336,35,4,119,85,2012
Philippe C. Hiberty,0000-0002-7081-4654,Chemistry,0,10,2015,2005,62,2.42,3.26,0.2414,0.8561,0.0,0.0,30,5,93,62,2012
Linda Wang﻿,0000-0001-6308-2769,Chemistry,0,0,2021,2021,1901,1.65,2.07,0.2776,0.6332,0.5857,0.044,46,8,500,337,2019
István Hargittai,0000-0003-3638-7844,Chemistry,0,0,2006,2006,129,2.11,2.68,0.2194,0.7682,0.75,0.0033,54,6,299,104,2012
István Hargittai,0000-0003-3638-7844,Chemistry,0,5,2006,2001,143,2.28,2.98,0.2157,0.8128,0.0,0.0,48,6,264,82,2012
István Hargittai,0000-0003-3638-7844,Chemistry,0,10,2006,1996,271,2.44,3.22,0.2037,0.8565,0.0,0.0,45,9,255,81,2012
Ian H. Williams,0000-0001-9264-0221,Chemistry,0,0,2007,2007,112,3.11,4.18,0.3252,0.7768,0.6098,0.1069,64,7,159,108,2012
Ian H. Williams,0000-0001-9264-0221,Chemistry,0,5,2007,2002,182,2.78,3.62,0.2999,0.7915,0.6846,0.0616,53,8,146,95,2012
Ian H. Williams,0000-0001-9264-0221,Chemistry,0,10,2007,1997,225,2.46,3.36,0.2548,0.7924,0.6354,0.0435,48,9,138,85,2012
Pierre Laszlo,0000-0003-4334-771X,Chemistry,0,0,2017,2017,190,1.26,1.53,0.1382,0.6259,0.2604,0.0109,36,9,92,54,2012
Pierre Laszlo,0000-0003-4334-771X,Chemistry,0,5,2017,2012,100,1.41,1.82,0.139,0.6784,0.309,0.0217,49,5,138,68,2012
Pierre Laszlo,0000-0003-4334-771X,Chemistry,0,10,2017,2007,64,1.63,2.46,0.1448,0.7427,0.5139,0.014,58,5,214,104,2012
Thomas T. Tidwell,0000-0002-3216-7468,Chemistry,0,0,2014,2014,559,3.16,3.47,0.2701,0.8772,0.4583,0.0182,33,12,165,150,2012
Thomas T. Tidwell,0000-0002-3216-7468,Chemistry,0,5,2014,2009,44,3.12,3.39,0.2737,0.8754,0.5625,0.0104,37,4,193,177,2012
Thomas T. Tidwell,0000-0002-3216-7468,Chemistry,0,10,2014,2004,48,3.34,3.55,0.2621,0.8735,0.0,0.0,40,4,175,157,2012
Hiroshi Fujimoto,0000-0002-4987-0715,Chemistry,0,0,2017,2017,1135,3.45,6.54,0.4261,0.7646,0.6945,0.2846,68,17,130,90,2012
Hiroshi Fujimoto,0000-0002-4987-0715,Chemistry,0,5,2017,2012,282,3.31,5.55,0.3694,0.7863,0.6097,0.2555,68,8,137,92,2012
Hiroshi Fujimoto,0000-0002-4987-0715,Chemistry,0,10,2017,2007,149,2.92,4.95,0.3084,0.793,0.5531,0.1748,70,5,143,91,2012
K. Ziegler,0000-0001-8588-1078,Chemistry,0,0,2023,2023,126,2.75,5.5,0.2607,0.7672,0.2917,0.125,5,4,8,6,2012
K. Ziegler,0000-0001-8588-1078,Chemistry,0,5,2023,2018,174,2.29,4.64,0.3525,0.7765,0.4688,0.3571,9,7,14,12,2012
K. Ziegler,0000-0001-8588-1078,Chemistry,0,10,2023,2013,79,2.0,4.36,0.3464,0.7884,0.474,0.4286,8,6,14,11,2012
R.H. Oppermann,0000-0002-3722-3000,Chemistry,0,0,2024,2024,1,2.67,3.67,0.3333,0.7555,0.3333,0.3333,3,1,3,2,2025
R.H. Oppermann,0000-0002-3722-3000,Chemistry,0,5,2024,2019,1,1.0,2.0,0.0,0.8665,0.0,0.0,1,1,1,1,
R.H. Oppermann,0000-0002-3722-3000,Chemistry,0,10,2024,2014,1,1.0,2.0,0.0,0.8665,0.0,0.0,1,1,1,1,
Charles L. Perrin,0000-0001-5732-5330,Chemistry,0,0,2014,2014,500,1.5,2.55,0.2699,0.8652,0.3854,0.1538,28,11,78,65,2012
Charles L. Perrin,0000-0001-5732-5330,Chemistry,0,5,2014,2009,0,1.34,2.37,0.2661,0.8719,0.394,0.1325,30,0,83,70,2012
Charles L. Perrin,0000-0001-5732-5330,Chemistry,0,10,2014,2004,4,1.23,2.14,0.2433,0.8755,0.3417,0.0568,29,1,88,71,2012
Omar M. Yaghi,0000-0002-5611-3325,Chemistry,0,0,2009,2009,14,4.92,5.24,0.3253,0.8186,0.5653,0.0419,45,2,358,318,2012
Omar M. Yaghi,0000-0002-5611-3325,Chemistry,0,5,2009,2004,14,4.41,4.9,0.2802,0.8231,0.5,0.0192,30,2,156,130,2012
Omar M. Yaghi,0000-0002-5611-3325,Chemistry,0,10,2009,1999,12,2.51,3.58,0.1628,0.829,0.0,0.0,21,2,57,41,2012
Stefan Grimme,0000-0002-5844-4371,Chemistry,0,0,2010,2010,33,3.45,4.89,0.4038,0.8636,0.4406,0.0732,70,4,396,336,2012
Stefan Grimme,0000-0002-5844-4371,Chemistry,0,5,2010,2005,26,3.32,4.54,0.4116,0.8669,0.4958,0.0513,48,3,195,146,2012
Stefan Grimme,0000-0002-5844-4371,Chemistry,0,10,2010,2000,24,2.51,4.21,0.3846,0.8717,1.0,0.0122,24,3,82,51,2012
Mercouri G. Kanatzidis,0000-0003-2037-4168,Chemistry,0,0,2022,2022,3549,9.37,10.19,0.3427,0.7885,0.2042,0.002,75,32,500,406,2012
Chad A. Mirkin,0000-0002-6634-7627,Chemistry,0,0,2023,2023,10702,5.61,6.08,0.3454,0.8224,0.4558,0.126,58,48,500,405,2012
Chad A. Mirkin,0000-0002-6634-7627,Chemistry,0,5,2023,2018,382,5.55,5.88,0.4303,0.8023,0.5415,0.25,25,11,80,70,2013
Abdullah M. Asiri,0000-0001-7905-3209,Chemistry,0,0,2012,2012,349,2.45,4.77,0.3061,0.831,0.633,0.05,103,7,500,439,2012
Abdullah M. Asiri,0000-0001-7905-3209,Chemistry,0,5,2012,2007,0,2.67,3.33,0.3984,0.8071,0.625,0.1111,5,0,9,8,2012
Hong‐Cai Zhou,0000-0002-9029-3788,Chemistry,0,0,2019,2019,15636,8.38,8.7,0.3046,0.8126,0.3005,0.032,85,62,500,452,2013
Hong‐Cai Zhou,0000-0002-9029-3788,Chemistry,0,5,2019,2014,675,8.03,8.28,0.3045,0.811,0.309,0.0522,39,14,115,102,2013
Omar K. Farha,0000-0002-9904-9845,Chemistry,0,0,2013,2013,4435,3.55,6.78,0.3204,0.8108,0.488,0.087,37,31,207,193,2012
Omar K. Farha,0000-0002-9904-9845,Chemistry,0,5,2013,2008,0,1.41,5.14,0.3184,0.8014,0.4375,0.0909,12,0,22,21,2012
Joseph T. Hupp,0000-0003-3982-9812,Chemistry,0,0,2018,2018,28286,6.4,7.57,0.3291,0.8101,0.4604,0.048,72,85,500,467,2012
Joseph T. Hupp,0000-0003-3982-9812,Chemistry,0,5,2018,2013,3374,5.9,6.7,0.3192,0.8042,0.4602,0.0853,36,30,211,193,2012
Frank Neese,0000-0003-4691-0547,Chemistry,0,0,2021,2021,20300,5.24,6.47,0.4249,0.8284,0.5219,0.124,71,66,500,432,2012
Frank Neese,0000-0003-4691-0547,Chemistry,0,5,2021,2016,3721,5.2,6.38,0.4594,0.8218,0.5237,0.2255,50,30,235,212,2012
Jeffrey R. Long,0000-0002-5324-1321,Chemistry,0,0,2016,2016,26184,6.21,6.89,0.3466,0.8123,0.5014,0.072,59,72,500,464,2012
Jeffrey R. Long,0000-0002-5324-1321,Chemistry,0,5,2016,2011,2,4.17,4.73,0.2943,0.8156,0.5377,0.0988,42,1,162,143,2012
Jeffrey R. Long,0000-0002-5324-1321,Chemistry,0,10,2016,2006,0,3.51,4.14,0.2811,0.8164,0.6458,0.0588,20,0,51,46,2012
Ulrich S. Schubert,0000-0003-4978-4670,Chemistry,0,0,2023,2023,6505,6.75,8.07,0.3282,0.7875,0.3618,0.092,179,37,500,399,2012
Ulrich S. Schubert,0000-0003-4978-4670,Chemistry,0,5,2023,2018,151,7.21,9.64,0.4068,0.8141,0.415,0.14,58,6,100,76,2012
Banglin Chen,0000-0001-8707-8115,Chemistry,0,0,2018,2018,28742,6.44,7.28,0.3094,0.8202,0.4732,0.048,71,77,417,377,2012
Banglin Chen,0000-0001-8707-8115,Chemistry,0,5,2018,2013,5516,5.33,6.67,0.3079,0.8265,0.5238,0.0884,37,35,181,169,2012
Banglin Chen,0000-0001-8707-8115,Chemistry,0,10,2018,2008,0,2.52,5.45,0.2855,0.8298,0.4861,0.0469,25,0,64,60,2012
Susumu Kitagawa,0000-0001-6956-9543,Chemistry,0,0,2016,2016,13665,5.8,6.41,0.3141,0.8241,0.4567,0.104,81,63,500,442,2012
Susumu Kitagawa,0000-0001-6956-9543,Chemistry,0,5,2016,2011,4,5.54,5.93,0.2663,0.8291,0.4802,0.1186,46,2,177,148,2012
Mohamed Eddaoudi,0000-0003-1916-9837,Chemistry,0,0,2017,2017,22037,5.44,6.76,0.3263,0.8145,0.5555,0.0344,53,60,436,406,2012
Mohamed Eddaoudi,0000-0003-1916-9837,Chemistry,0,5,2017,2012,3431,3.44,5.41,0.3055,0.8212,0.5093,0.0443,31,24,203,186,2012
Mohamed Eddaoudi,0000-0003-1916-9837,Chemistry,0,10,2017,2007,2,2.24,5.41,0.3128,0.8215,0.7083,0.0265,23,1,113,98,2012
Nam‐Gyu Park,0000-0003-2368-6300,Chemistry,0,0,2020,2020,34378,4.68,5.62,0.2094,0.6951,0.4415,0.026,174,72,500,335,2012
Nam‐Gyu Park,0000-0003-2368-6300,Chemistry,0,5,2020,2015,6530,4.28,5.31,0.2208,0.6848,0.4103,0.0278,130,34,324,203,2012
Nam‐Gyu Park,0000-0003-2368-6300,Chemistry,0,10,2020,2010,1,4.06,5.27,0.2375,0.6767,0.6062,0.0165,69,1,121,59,2012
Horst Hahn,0000-0001-9901-3861,Chemistry,0,0,2014,2014,2569,4.76,7.37,0.3096,0.7583,0.5997,0.03,147,21,500,302,2012
Horst Hahn,0000-0001-9901-3861,Chemistry,0,5,2014,2009,155,4.07,6.8,0.2701,0.7576,0.6083,0.0161,97,6,310,178,2012
Horst Hahn,0000-0001-9901-3861,Chemistry,0,10,2014,2004,124,3.29,4.99,0.2427,0.7604,0.0,0.0,64,5,186,95,2012
A. Yamamoto,0000-0002-5351-5169,Chemistry,0,0,2012,2012,967,17.64,22.54,0.2154,0.7795,0.0,0.0,64,11,407,235,2012
A. Yamamoto,0000-0002-5351-5169,Chemistry,0,5,2012,2007,516,19.82,24.51,0.206,0.7818,0.0,0.0,57,10,346,173,2012
A. Yamamoto,0000-0002-5351-5169,Chemistry,0,10,2012,2002,446,20.39,25.23,0.1963,0.7868,0.0,0.0,49,10,229,100,2012
H. Burkhardt,0000-0003-2711-1141,Chemistry,0,0,2017,2017,7931,4.87,14.88,0.3028,0.7716,0.2042,0.0064,36,13,156,131,2012
H. Burkhardt,0000-0003-2711-1141,Chemistry,0,5,2017,2012,1256,4.85,14.74,0.2867,0.7754,0.2042,0.0075,37,8,134,106,2012
H. Burkhardt,0000-0003-2711-1141,Chemistry,0,10,2017,2007,101,5.16,17.79,0.2867,0.7709,0.0,0.0,30,6,104,79,2012
Shimeng Yu,0000-0002-0068-3652,Chemistry,0,0,2009,2009,126,5.58,9.81,0.2601,0.7367,0.0,0.0,25,6,69,51,2012
Shimeng Yu,0000-0002-0068-3652,Chemistry,0,5,2009,2004,118,5.98,9.28,0.2905,0.7403,0.0,0.0,18,6,53,37,2012
Shimeng Yu,0000-0002-0068-3652,Chemistry,0,10,2009,1999,74,5.1,8.39,0.3111,0.7408,0.0,0.0,8,5,31,17,2013
Zhou Li,0000-0002-9952-7296,Chemistry,0,0,2007,2007,9,1.66,2.24,0.193,0.715,0.4281,0.0321,103,1,156,137,2012
Zhou Li,0000-0002-9952-7296,Chemistry,0,5,2007,2002,14,1.74,2.2,0.2297,0.7204,0.6328,0.0328,39,3,61,53,2012
Zhou Li,0000-0002-9952-7296,Chemistry,0,10,2007,1997,12,3.91,5.18,0.2295,0.7542,0.2656,0.0909,7,3,11,9,
M. A. Lieberman,0000-0002-2841-2870,Chemistry,0,0,2012,2012,690,2.72,3.68,0.2696,0.7344,0.4896,0.0802,70,10,237,168,2012
M. A. Lieberman,0000-0002-2841-2870,Chemistry,0,5,2012,2007,120,2.78,3.72,0.276,0.738,0.4859,0.0878,82,6,296,206,2012
M. A. Lieberman,0000-0002-2841-2870,Chemistry,0,10,2012,2002,287,2.81,3.72,0.2938,0.7555,0.4467,0.1296,85,10,301,203,2012
P. Mazur,0000-0003-0025-9410,Chemistry,0,0,2024,2024,1849,4.15,5.89,0.4107,0.6773,0.4867,0.3271,33,20,107,39,2012
P. Mazur,0000-0003-0025-9410,Chemistry,0,5,2024,2019,1437,4.25,6.41,0.3993,0.7035,0.5098,0.336,30,20,125,48,2012
P. Mazur,0000-0003-0025-9410,Chemistry,0,10,2024,2014,742,3.46,5.41,0.4336,0.719,0.5594,0.3385,31,14,130,51,2012
M. Okamura,0000-0002-5552-1706,Chemistry,0,0,2006,2006,109,6.11,10.55,0.2727,0.7354,0.5111,0.0602,46,5,166,95,2012
M. Okamura,0000-0002-5552-1706,Chemistry,0,5,2006,2001,126,4.59,8.49,0.2862,0.7331,0.5135,0.1122,34,6,98,40,2012
M. Okamura,0000-0002-5552-1706,Chemistry,0,10,2006,1996,115,2.88,5.58,0.3584,0.7252,0.5224,0.1875,21,6,64,25,2012
M. Syphers,0000-0002-7062-7429,Chemistry,0,0,2011,2011,108,8.14,11.15,0.3185,0.7381,0.0,0.0,28,4,132,109,2012
M. Syphers,0000-0002-7062-7429,Chemistry,0,5,2011,2006,110,8.09,11.26,0.3121,0.7427,0.0,0.0,24,4,124,102,2012
M. Syphers,0000-0002-7062-7429,Chemistry,0,10,2011,2001,70,8.0,10.72,0.3442,0.7495,0.0,0.0,17,4,76,57,2012
M. Pabst,0000-0002-3412-6846,Chemistry,0,0,2017,2017,277,5.08,6.59,0.4623,0.7544,0.7218,0.2245,31,8,49,35,2012
M. Pabst,0000-0002-3412-6846,Chemistry,0,5,2017,2012,122,4.3,6.94,0.4299,0.7606,0.5855,0.2319,38,5,69,50,2012
M. Pabst,0000-0002-3412-6846,Chemistry,0,10,2017,2007,73,2.9,5.09,0.4064,0.7742,0.5175,0.2692,41,5,78,55,2012
S. Farinon,0000-0002-6487-2137,Chemistry,0,0,2006,2006,15,5.57,12.3,0.2838,0.7616,0.0,0.0,12,3,46,34,2012
S. Farinon,0000-0002-6487-2137,Chemistry,0,5,2006,2001,9,3.12,9.06,0.2861,0.7873,0.0,0.0,8,2,16,11,2012
S. Farinon,0000-0002-6487-2137,Chemistry,0,10,2006,1996,6,2.0,8.75,0.2222,0.825,0.0,0.0,4,1,4,2,2012
Ryszard S. Romaniuk,0000-0002-5710-4041,Chemistry,0,0,2022,2022,2380,2.88,3.66,0.2636,0.6935,1.0,0.002,49,23,500,374,2012
Ryszard S. Romaniuk,0000-0002-5710-4041,Chemistry,0,5,2022,2017,1876,2.77,3.34,0.2661,0.6933,1.0,0.0025,38,21,406,287,2012
Ryszard S. Romaniuk,0000-0002-5710-4041,Chemistry,0,10,2022,2012,499,3.0,3.59,0.2614,0.7029,1.0,0.0038,28,12,264,167,2012
Andrew Holmes,0000-0002-7406-4387,Chemistry,0,0,2021,2021,6444,5.11,7.69,0.3528,0.7469,0.4921,0.2789,103,40,190,113,2012
Andrew Holmes,0000-0002-7406-4387,Chemistry,0,5,2021,2016,2667,4.2,7.04,0.3434,0.7532,0.4852,0.2976,87,27,168,98,2012
Andrew Holmes,0000-0002-7406-4387,Chemistry,0,10,2021,2011,55,3.27,5.57,0.3308,0.746,0.4935,0.2516,77,4,155,86,2012
Mustafa Z Younis,0000-0001-8448-808X,Economics,0,0,2018,2018,2392,6.25,8.22,0.4219,0.5452,0.5662,0.4364,42,13,110,73,2012
Mustafa Z Younis,0000-0001-8448-808X,Economics,0,5,2018,2013,100,2.18,3.46,0.3907,0.5351,0.4929,0.4459,28,4,74,48,2012
Mustafa Z Younis,0000-0001-8448-808X,Economics,0,10,2018,2008,59,2.0,3.65,0.4834,0.5955,0.5869,0.55,22,3,40,28,2012
Jeffrey D. Sachs,0000-0002-6451-2502,Economics,0,0,2021,2021,9483,2.73,4.22,0.1953,0.5077,0.4785,0.04,103,38,500,206,2012
Jeffrey D. Sachs,0000-0002-6451-2502,Economics,0,5,2021,2016,3014,2.89,3.63,0.2605,0.5285,0.4943,0.0518,69,25,328,109,2012
Jeffrey D. Sachs,0000-0002-6451-2502,Economics,0,10,2021,2011,7,3.02,3.6,0.2975,0.5391,0.507,0.0516,43,1,252,71,2012
Jeong Yeon Lee,0000-0002-2622-7831,Economics,0,0,2022,2022,43921,1.67,2.23,0.1725,0.4622,0.4375,0.0333,43,14,60,48,2012
Jeong Yeon Lee,0000-0002-2622-7831,Economics,0,5,2022,2017,16916,1.71,2.29,0.1801,0.4601,0.4375,0.0392,38,10,51,42,2012
Jeong Yeon Lee,0000-0002-2622-7831,Economics,0,10,2022,2012,2198,1.94,2.58,0.2005,0.4645,0.4375,0.0645,24,6,31,26,2012
Rohollah Kalhor,0000-0002-6146-8761,Economics,0,0,2021,2021,955,9.82,15.24,0.3279,0.5308,0.6932,0.175,39,13,80,71,2012
Rohollah Kalhor,0000-0002-6146-8761,Economics,0,5,2021,2016,58,3.05,5.29,0.2666,0.5131,0.4998,0.119,16,4,42,36,2013
Rohollah Kalhor,0000-0002-6146-8761,Economics,0,10,2021,2011,0,2.5,2.75,0.2734,0.412,0.1604,0.25,3,0,4,4,2013
Donald L. Patrick,0000-0003-0756-0492,Economics,0,0,2017,2017,9533,4.42,7.1,0.6722,0.6238,0.7873,0.6029,146,47,340,164,2012
Donald L. Patrick,0000-0003-0756-0492,Economics,0,5,2017,2012,1754,3.83,6.27,0.6799,0.6137,0.759,0.669,129,19,290,150,2012
Donald L. Patrick,0000-0003-0756-0492,Economics,0,10,2017,2007,73,3.66,5.62,0.6706,0.6011,0.7363,0.6809,111,6,235,126,2012
John E. Ware,0000-0002-0744-2149,Economics,0,0,2016,2016,2779,4.77,7.3,0.751,0.5974,0.8759,0.6234,37,26,77,30,2012
John E. Ware,0000-0002-0744-2149,Economics,0,5,2016,2011,35,4.38,6.54,0.6537,0.6004,0.8301,0.5595,37,4,84,42,2012
John E. Ware,0000-0002-0744-2149,Economics,0,10,2016,2006,70,3.84,5.84,0.5906,0.593,0.7686,0.5347,39,5,101,52,2012
István Csabai,0000-0001-9232-9898,Economics,0,0,2019,2019,21512,10.49,19.77,0.257,0.7954,0.6531,0.0821,75,54,280,234,2012
István Csabai,0000-0001-9232-9898,Economics,0,5,2019,2014,8653,11.08,23.0,0.1725,0.8001,0.4881,0.0345,42,37,203,170,2012
István Csabai,0000-0001-9232-9898,Economics,0,10,2019,2009,53,12.44,26.61,0.1361,0.8237,0.2917,0.0061,38,4,165,140,2012
Sharon‐Lise T. Normand,0000-0001-7027-4769,Economics,0,0,2014,2014,8934,4.48,7.69,0.6637,0.6088,0.7901,0.5848,97,45,395,261,2012
Sharon‐Lise T. Normand,0000-0001-7027-4769,Economics,0,5,2014,2009,23,3.75,6.43,0.6658,0.5943,0.7764,0.5965,75,3,228,145,2012
Sharon‐Lise T. Normand,0000-0001-7027-4769,Economics,0,10,2014,2004,17,2.46,4.35,0.7129,0.593,0.8112,0.6,44,2,95,57,2012
Satar Rezaei,0000-0002-6194-6057,Economics,0,0,2019,2019,444,3.08,5.96,0.3452,0.5608,0.525,0.2544,42,10,114,97,2012
Satar Rezaei,0000-0002-6194-6057,Economics,0,5,2019,2014,25,2.48,4.33,0.1977,0.5756,0.3995,0.1429,9,3,21,16,2012
Satar Rezaei,0000-0002-6194-6057,Economics,0,10,2019,2009,0,3.0,5.0,0.2667,0.6,0.0,0.0,2,0,2,2,2012
John Brazier,0000-0001-8645-4780,Economics,0,0,2018,2018,10790,3.78,6.78,0.5772,0.5671,0.7776,0.482,114,51,500,236,2012
John Brazier,0000-0001-8645-4780,Economics,0,5,2018,2013,2480,3.33,5.92,0.6089,0.577,0.7919,0.5327,91,22,306,154,2012
John Brazier,0000-0001-8645-4780,Economics,0,10,2018,2008,15,3.16,5.01,0.61,0.6023,0.7576,0.569,56,2,116,69,2012
Daniel McFadden,0000-0003-3183-7922,Economics,0,0,2007,2007,22,2.38,3.67,0.2617,0.5131,0.484,0.033,39,3,91,44,2012
Daniel McFadden,0000-0003-3183-7922,Economics,0,5,2007,2002,30,2.37,3.78,0.2393,0.526,0.5104,0.0116,40,4,86,43,2012
Daniel McFadden,0000-0003-3183-7922,Economics,0,10,2007,1997,27,1.82,2.52,0.2283,0.5333,0.0,0.0,40,3,79,38,2012
Sergio I. Prada,0000-0001-7986-0959,Economics,0,0,2007,2007,3,2.81,3.31,0.1389,0.45,0.0,0.0,4,1,16,16,2013
Sergio I. Prada,0000-0001-7986-0959,Economics,0,5,2007,2002,3,2.81,3.31,0.1389,0.45,0.0,0.0,4,1,16,16,2013
Sergio I. Prada,0000-0001-7986-0959,Economics,0,10,2007,1997,0,2.86,3.14,0.0833,0.457,0.0,0.0,0,0,7,7,
Andrew Briggs,0000-0002-0777-1997,Economics,0,0,2018,2018,12348,5.22,9.18,0.54,0.5913,0.7798,0.386,150,54,500,291,2012
Andrew Briggs,0000-0002-0777-1997,Economics,0,5,2018,2013,2319,3.64,6.11,0.5517,0.5934,0.7476,0.4209,102,24,278,151,2012
Andrew Briggs,0000-0002-0777-1997,Economics,0,10,2018,2008,17,2.66,4.74,0.5638,0.5803,0.7868,0.3831,57,2,154,85,2012
Mohsen Bayati,0000-0002-9118-5447,Economics,0,0,2023,2023,4294,16.2,26.84,0.4472,0.549,0.6884,0.3723,43,23,94,86,2013
Mohsen Bayati,0000-0002-9118-5447,Economics,0,5,2023,2018,58,2.14,4.33,0.2106,0.5445,0.4792,0.0952,14,4,21,19,2013
Mohsen Bayati,0000-0002-9118-5447,Economics,0,10,2023,2013,3,1.67,3.33,0.1778,0.5602,0.0,0.0,4,1,6,4,2013
E. John Orav,0000-0002-8886-7252,Economics,0,0,2022,2022,22428,4.74,8.08,0.6548,0.624,0.726,0.7261,131,73,376,258,2012
E. John Orav,0000-0002-8886-7252,Economics,0,5,2022,2017,11447,4.54,7.77,0.6983,0.6373,0.7722,0.7591,103,56,274,182,2012
E. John Orav,0000-0002-8886-7252,Economics,0,10,2022,2012,1747,4.27,7.52,0.7494,0.657,0.8234,0.7772,81,21,193,124,2012
Leila Doshmangir,0000-0001-5197-8437,Economics,0,0,2011,2011,0,2.0,3.25,0.1222,0.55,0.0,0.0,3,0,4,3,2012
Joseph P. Newhouse,0000-0001-5837-3203,Economics,0,0,2017,2017,5102,3.84,5.11,0.3623,0.5325,0.5149,0.3425,70,35,254,178,2012
Joseph P. Newhouse,0000-0001-5837-3203,Economics,0,5,2017,2012,818,3.92,4.91,0.3368,0.5297,0.5235,0.3048,67,15,210,159,2012
Joseph P. Newhouse,0000-0001-5837-3203,Economics,0,10,2017,2007,132,3.81,4.6,0.3816,0.5179,0.571,0.3409,61,6,176,120,2012
Robert L Kane,0009-0005-8505-6218,Economics,0,0,2024,2024,8678,5.16,6.82,0.4443,0.6017,0.653,0.198,91,49,500,156,2012
Robert L Kane,0009-0005-8505-6218,Economics,0,5,2024,2019,3795,5.29,6.92,0.4337,0.6004,0.6495,0.1841,83,33,478,137,2012
Robert L Kane,0009-0005-8505-6218,Economics,0,10,2024,2014,529,5.04,6.6,0.4384,0.6024,0.7102,0.1503,54,12,346,71,2012
Kathleen N Lohr,0000-0002-3825-0713,Economics,0,0,2024,2024,10204,8.24,9.96,0.3033,0.5813,0.5831,0.078,37,44,500,88,2012
Kathleen N Lohr,0000-0002-3825-0713,Economics,0,5,2024,2019,5387,8.31,10.0,0.3029,0.5807,0.5831,0.0798,36,34,489,78,2012
Kathleen N Lohr,0000-0002-3825-0713,Economics,0,10,2024,2014,1466,7.8,9.76,0.2941,0.5891,0.5651,0.0895,27,15,324,46,2012
David Cutler,0000-0002-4949-8917,Economics,0,0,2014,2014,5734,1.76,3.31,0.3209,0.5213,0.6544,0.1253,105,35,495,300,2012
David Cutler,0000-0002-4949-8917,Economics,0,5,2014,2009,100,1.52,2.87,0.31,0.5215,0.6312,0.1114,74,4,350,224,2012
David Cutler,0000-0002-4949-8917,Economics,0,10,2014,2004,59,1.35,2.55,0.2265,0.5231,0.5271,0.0628,48,4,207,117,2012
Ali Kazemi Karyani,0000-0002-4448-9317,Economics,0,0,2021,2021,337,4.56,9.54,0.3279,0.5604,0.5875,0.15,38,10,80,73,2013
Ali Kazemi Karyani,0000-0002-4448-9317,Economics,0,5,2021,2016,14,2.79,4.46,0.2596,0.5682,0.6236,0.125,11,2,24,22,2015
Naihua Duan,0000-0001-9411-2924,Economics,0,0,2018,2018,8453,4.33,8.15,0.5347,0.5533,0.6591,0.5466,87,46,236,156,2012
