name,orcid,field,group,h_index,total_citations,total_publications,avg_authors_per_paper,avg_author_position,n_journals,S_text_raw,S_concepts_raw,mesh_coverage,works_analyzed,C,A,S,J,C_saturating,J_saturating,KANON,KANON_global,rank_KANON,rank_h,rank_shift_vs_h,data_quality,rank_KANON_clean,rank_h_clean,KANON_pctl,KANON_global_pctl,rank_shift_clean
Antonio Negri,0000-0002-8662-4302,Economics,Elite (matched),33,8895,381,3.42,2.05,85,0.2157,0.4272,0.025,122,0.0562,0.6206,0.4166,0.8531,0.8895,1.0,45.598,45.031,131,144,13,ok,131.0,144.0,18.75,22.5,13.0
Alastair Gray,0000-0003-0239-7278,Economics,Elite (matched),89,31712,597,16.57,7.37,106,0.704,0.6541,0.785,174,0.5688,0.272,0.6566,0.975,1.0,1.0,45.47,43.739,132,32,-100,ok,132.0,32.0,18.125,17.5,-100.0
Dennis Ross‐Degnan,0000-0002-0066-1242,Economics,Elite (matched),75,23506,391,6.93,5.17,78,0.5506,0.6286,0.725,156,0.2438,0.4149,0.6247,0.775,1.0,1.0,45.288,45.239,133,74,-59,ok,133.0,74.0,17.5,24.375,-59.0
Jayendra Sharma,0000-0001-6500-8546,Economics,Elite (matched),17,31840,78,14.49,6.37,25,0.3888,0.6302,0.372,33,0.5812,0.3056,0.6181,0.0562,1.0,0.5,45.057,41.426,134,158,24,ok,134.0,158.0,16.875,8.75,24.0
Paul Kind,0000-0003-2377-1652,Economics,Elite (matched),56,27068,240,7.7,4.83,53,0.5323,0.5486,0.478,64,0.3938,0.4112,0.5478,0.3656,1.0,1.0,44.988,42.612,135,108,-27,ok,135.0,108.0,16.25,13.750000000000002,-27.0
Amiram Gafni,0000-0001-8279-8172,Economics,Elite (matched),87,34067,993,17.17,7.69,108,0.5571,0.6181,0.645,134,0.6188,0.2623,0.615,0.9812,1.0,1.0,44.629,42.037,136,33,-103,ok,136.0,33.0,15.625,11.875,-103.0
Sébastiên Roux,0000-0002-3676-0517,Economics,Elite (matched),41,12485,309,4.89,3.25,91,0.4063,0.5141,0.115,143,0.1,0.5202,0.5087,0.9031,1.0,1.0,44.379,44.328,137,132,-5,ok,137.0,132.0,15.0,20.0,-5.0
David Evans,0000-0003-1674-8489,Economics,Elite (matched),62,23494,386,6.89,3.15,83,0.2026,0.5212,0.057,112,0.2375,0.4722,0.5053,0.8375,1.0,1.0,44.36,42.472,138,101,-37,ok,138.0,101.0,14.374999999999998,13.125,-37.0
Zi‐Jiang Chen,0000-0001-6637-6631,Economics,Elite (matched),73,26693,938,10.97,9.72,99,0.6195,0.7749,0.63,129,0.3688,0.2506,0.7671,0.95,1.0,1.0,44.133,45.411,139,81,-58,ok,139.0,81.0,13.750000000000002,26.25,-58.0
Rohollah Kalhor,0000-0002-6146-8761,Economics,Elite (matched),47,71829,150,15.3,10.81,51,0.3385,0.5315,0.213,99,0.9438,0.2027,0.5218,0.3344,1.0,1.0,44.008,37.967,140,121,-19,ok,140.0,121.0,13.125,2.5,-19.0
Michael R. DeBaun,0000-0002-0574-1604,Economics,Elite (matched),81,26249,600,9.88,7.97,76,0.6722,0.6943,0.81,171,0.3562,0.3026,0.6932,0.7406,1.0,1.0,43.916,44.215,141,55,-86,ok,141.0,55.0,12.5,18.75,-86.0
Catherine Dominguès,0000-0002-0362-6805,Economics,Elite (matched),7,9388,71,4.25,2.4,20,0.1095,0.4634,0.0,46,0.075,0.5701,0.4457,0.025,0.9388,0.4,43.365,41.826,142,160,18,ok,142.0,160.0,11.875,10.0,18.0
Elliott S. Fisher,0000-0002-9571-4879,Economics,Elite (matched),79,23459,261,6.44,4.51,53,0.4181,0.5403,0.448,141,0.2312,0.443,0.5342,0.3656,1.0,1.0,43.137,41.868,143,63,-80,ok,143.0,63.0,11.25,10.625,-80.0
Richard Lilford,0000-0002-0634-984X,Economics,Elite (matched),87,29632,728,13.45,7.88,92,0.6271,0.6079,0.725,176,0.5,0.2779,0.6089,0.9125,1.0,1.0,42.933,41.412,144,33,-111,ok,144.0,33.0,10.625,7.5,-111.0
François Bousquet,0000-0002-4552-3724,Economics,Elite (matched),44,8120,478,5.48,2.83,73,0.1969,0.5353,0.03,120,0.025,0.5154,0.5184,0.6938,0.812,1.0,42.806,42.766,145,126,-19,ok,145.0,126.0,10.0,14.374999999999998,-19.0
Paul R. Milgrom,0000-0002-2179-7173,Economics,Nobel,49,14368,174,10.53,4.33,21,0.4199,0.6896,0.447,33,0.1438,0.3866,0.6761,0.0312,1.0,0.42,42.761,42.77,146,119,-27,ok,146.0,119.0,9.375,15.625,-27.0
Benoît Rihoux,0000-0001-9836-5056,Economics,Elite (matched),31,7618,356,4.06,2.63,54,0.1244,0.4471,0.015,76,0.0188,0.5704,0.431,0.3938,0.7618,1.0,42.328,41.59,147,153,6,ok,147.0,153.0,8.75,9.375,6.0
Richard Nadeau,0000-0003-4426-3331,Economics,Elite (matched),44,7505,279,4.08,2.27,55,0.1449,0.428,0.005,104,0.0125,0.5814,0.4138,0.4188,0.7505,1.0,42.251,41.403,148,126,-22,ok,148.0,126.0,8.125,6.875000000000001,-22.0
Stephen Morris,0000-0002-5828-3563,Economics,Elite (matched),78,24329,717,11.8,7.25,118,0.6961,0.6594,0.75,170,0.2938,0.304,0.6612,0.9938,1.0,1.0,42.147,42.769,149,66,-83,ok,149.0,66.0,7.5,15.0,-83.0
Elizabeth A. McGlynn,0000-0002-4944-2518,Economics,Elite (matched),64,22871,311,6.93,5.01,52,0.3922,0.5626,0.331,108,0.2062,0.4193,0.5541,0.3438,1.0,1.0,42.104,41.229,150,97,-53,ok,150.0,97.0,6.875000000000001,6.25,-53.0
Isabelle Thomas,0000-0003-3386-2427,Economics,Elite (matched),55,9002,650,7.05,4.41,105,0.4045,0.5713,0.22,128,0.0688,0.4339,0.563,0.9688,0.9002,1.0,41.313,42.029,151,111,-40,ok,151.0,111.0,6.25,11.25,-40.0
Laurent Thévenot,0000-0002-4317-0419,Economics,Elite (matched),45,15260,220,4.6,3.65,46,0.1178,0.4109,0.0,78,0.1625,0.5172,0.3962,0.2688,1.0,0.92,41.124,38.921,152,124,-28,ok,152.0,124.0,5.625,3.75,-28.0
Sheldon Greenfield,0000-0003-4628-1998,Economics,Elite (matched),73,23684,345,10.65,7.23,67,0.6228,0.6446,0.479,95,0.2625,0.314,0.6435,0.625,1.0,1.0,41.069,41.425,153,81,-72,ok,153.0,81.0,5.0,8.125,-72.0
François Morin,0000-0002-1582-2934,Economics,Elite (matched),37,11436,232,8.98,4.04,54,0.3818,0.6012,0.247,51,0.0938,0.4131,0.5902,0.3938,1.0,1.0,40.906,40.914,154,140,-14,ok,154.0,140.0,4.375,5.625,-14.0
Efat Mohamadi,0000-0003-2297-7990,Economics,Elite (matched),18,23544,85,9.11,4.71,42,0.237,0.537,0.145,63,0.25,0.394,0.522,0.2031,1.0,0.84,40.498,38.479,155,157,2,ok,155.0,157.0,3.75,3.125,2.0
Anne Mills,0000-0001-9863-9950,Economics,Elite (matched),81,23123,586,7.88,6.34,62,0.3553,0.5679,0.315,116,0.2125,0.3677,0.5573,0.55,1.0,1.0,40.021,39.528,156,55,-101,ok,156.0,55.0,3.125,4.375,-101.0
Jean Lambert,0000-0001-9159-6126,Economics,Elite (matched),51,13711,338,7.45,5.27,65,0.6622,0.5415,0.403,83,0.125,0.4032,0.5475,0.5938,1.0,1.0,39.909,40.344,157,117,-40,ok,157.0,117.0,2.5,5.0,-40.0
Mohsen Bayati,0000-0002-9118-5447,Economics,Elite (matched),41,47882,134,23.07,13.92,55,0.4302,0.5514,0.339,108,0.8125,0.1186,0.5453,0.4188,1.0,1.0,38.274,34.615,158,132,-26,ok,158.0,132.0,1.875,1.25,-26.0
Péter Gaál,0000-0002-6815-9021,Economics,Elite (matched),37,24345,105,12.78,8.37,38,0.2768,0.5344,0.25,47,0.3,0.2708,0.5215,0.1344,1.0,0.76,35.248,33.764,159,140,-19,ok,159.0,140.0,1.25,0.625,-19.0
Chien‐Wen Tseng,0000-0001-7162-2550,Economics,Elite (matched),66,23395,147,13.05,11.16,32,0.5421,0.666,0.664,119,0.225,0.2045,0.6598,0.0906,1.0,0.64,34.848,36.153,160,94,-66,ok,160.0,94.0,0.625,1.875,-66.0
Jack W. Szostak,0000-0003-2322-3106,Medicine,Nobel,112,59054,578,4.5,4.2,60,0.3394,0.8761,0.405,172,0.5509,0.5031,0.8493,0.4222,1.0,1.0,66.989,60.228,1,64,63,ok,1.0,64.0,100.0,100.0,63.0
Tu Youyou,0000-0002-2467-4911,Medicine,Nobel,15,3310,98,2.57,2.14,20,0.2518,0.7446,0.115,20,0.006,0.6728,0.72,0.024,0.331,0.4,66.889,57.598,2,167,165,ok,2.0,167.0,99.40119760479041,97.60479041916167,165.0
Victor Ambros,0000-0001-6772-9174,Medicine,Nobel,62,53609,167,4.56,4.05,36,0.2916,0.8801,0.189,90,0.509,0.5059,0.8507,0.1228,1.0,0.72,66.793,59.278,3,140,137,ok,3.0,140.0,98.80239520958084,99.40119760479041,137.0
John B. Gurdon,0000-0002-8395-5467,Medicine,Nobel,96,30695,380,4.09,3.61,67,0.3448,0.8555,0.407,74,0.1557,0.5371,0.83,0.5689,1.0,1.0,66.597,57.503,4,75,71,ok,4.0,75.0,98.20359281437125,97.0059880239521,71.0
Gary Ruvkun,0000-0002-6506-1673,Medicine,Nobel,103,56551,295,5.83,5.09,59,0.3148,0.8451,0.231,128,0.5329,0.4393,0.8186,0.3832,1.0,1.0,62.361,55.644,5,68,63,ok,5.0,68.0,97.60479041916167,93.41317365269461,63.0
Edvard I. Moser,0000-0002-5830-2259,Medicine,Nobel,93,52070,440,4.86,3.88,47,0.3302,0.7814,0.34,99,0.491,0.5016,0.7588,0.2066,1.0,0.94,62.201,55.504,6,81,75,ok,6.0,81.0,97.0059880239521,92.21556886227546,75.0
Randy W. Schekman,0000-0001-8615-6409,Medicine,Nobel,128,52551,451,5.05,4.53,52,0.3117,0.7941,0.18,159,0.503,0.4759,0.77,0.2485,1.0,1.0,61.574,54.969,7,48,41,ok,7.0,48.0,96.40718562874252,88.02395209580838,41.0
Thomas C. Südhof,0000-0001-9319-0149,Medicine,Nobel,192,130188,753,6.63,6.2,40,0.4732,0.8439,0.52,107,0.8383,0.3912,0.8254,0.1407,1.0,0.8,61.11,56.542,8,13,5,ok,8.0,13.0,95.80838323353294,95.20958083832335,5.0
György Buzsáki,0000-0002-3100-4800,Medicine,Elite (matched),168,130820,621,6.12,5.12,54,0.4734,0.7942,0.655,121,0.8503,0.4321,0.7782,0.2784,1.0,1.0,60.969,56.9,9,30,21,ok,9.0,30.0,95.20958083832335,95.80838323353294,21.0
Gregg L. Semenza,0000-0003-4515-6180,Medicine,Nobel,186,156991,696,7.26,6.53,97,0.4235,0.8412,0.525,155,0.9222,0.3716,0.8203,0.8982,1.0,1.0,60.86,57.702,10,15,5,ok,10.0,15.0,94.61077844311377,98.20359281437125,5.0
May-Britt Moser,0000-0003-4071-1145,Medicine,Nobel,81,43421,177,5.3,4.38,40,0.4022,0.7842,0.428,76,0.4012,0.4736,0.7651,0.1407,1.0,0.8,60.817,53.513,11,113,102,ok,11.0,113.0,94.01197604790418,84.4311377245509,102.0
Yoshinori Ohsumi,0000-0002-4083-6541,Medicine,Nobel,118,71476,567,5.92,5.08,71,0.4342,0.794,0.27,112,0.5988,0.4376,0.776,0.6138,1.0,1.0,60.647,55.219,12,59,47,ok,12.0,59.0,93.41317365269461,91.01796407185628,47.0
Bruce S. McEwen,0000-0002-5288-7892,Medicine,Elite (matched),221,212434,1332,5.46,4.58,80,0.4219,0.7385,0.5,122,0.976,0.4633,0.7227,0.7246,1.0,1.0,60.598,58.306,13,5,-8,ok,13.0,5.0,92.81437125748504,98.80239520958084,-8.0
Nora D. Volkow,0000-0001-6668-0908,Medicine,Elite (matched),171,134017,1274,6.67,3.92,81,0.4795,0.7423,0.71,130,0.8683,0.455,0.7292,0.7395,1.0,1.0,60.188,56.902,14,27,13,ok,14.0,27.0,92.21556886227546,96.40718562874252,13.0
Curtis Rueden,0000-0001-7055-6707,Medicine,Elite (matched),24,86451,72,7.29,3.03,25,0.401,0.7578,0.323,60,0.6707,0.4676,0.74,0.0479,1.0,0.5,60.078,54.185,15,163,148,ok,15.0,163.0,91.61676646706587,86.82634730538922,148.0
Michael W. Davidson,0000-0002-6420-952X,Medicine,Elite (matched),76,38898,335,6.39,4.86,84,0.4613,0.7989,0.45,143,0.3293,0.434,0.782,0.7725,1.0,1.0,60.065,52.864,16,121,105,ok,16.0,121.0,91.01796407185628,82.03592814371258,105.0
Barry J. Everitt,0000-0003-4431-6536,Medicine,Elite (matched),163,108938,1017,5.66,4.02,64,0.3367,0.7342,0.45,127,0.7485,0.475,0.7143,0.524,1.0,1.0,59.873,55.604,17,34,17,ok,17.0,34.0,90.41916167664671,92.81437125748504,17.0
Kjell Fuxé,0000-0001-8491-4288,Medicine,Elite (matched),141,103336,1729,7.46,5.67,96,0.4327,0.8032,0.535,84,0.7305,0.3921,0.7847,0.8892,1.0,1.0,59.533,55.207,18,44,26,ok,18.0,44.0,89.82035928143712,90.41916167664671,26.0
Eric R. Kandel,0000-0001-7851-6902,Medicine,Elite (matched),176,101236,630,6.14,5.39,68,0.4085,0.7779,0.41,133,0.7126,0.4238,0.7594,0.5838,1.0,1.0,59.518,54.992,19,20,1,ok,19.0,20.0,89.22155688622755,89.22155688622755,1.0
Ruslan Medzhitov,0000-0002-7021-2012,Medicine,Elite (matched),128,129805,346,6.87,6.17,59,0.3506,0.8126,0.325,97,0.8204,0.3879,0.7895,0.3832,1.0,1.0,59.391,55.097,20,48,28,ok,20.0,48.0,88.62275449101796,89.82035928143712,28.0
Terrence J. Sejnowski,0000-0002-0622-7391,Medicine,Elite (matched),153,113319,992,6.71,5.5,78,0.5114,0.7777,0.64,160,0.7725,0.4096,0.7644,0.7066,1.0,1.0,59.367,55.464,21,39,18,ok,21.0,39.0,88.02395209580838,91.61676646706587,18.0
Solomon H. Snyder,0000-0002-6818-7022,Medicine,Elite (matched),222,178969,1214,7.28,6.68,73,0.4017,0.8111,0.39,143,0.9521,0.3671,0.7906,0.6317,1.0,1.0,59.079,56.113,22,4,-18,ok,22.0,4.0,87.42514970059881,94.01197604790418,-18.0
Michael Rosbash,0000-0003-2845-2460,Medicine,Nobel,122,46672,448,6.48,5.85,45,0.3578,0.8145,0.335,128,0.4551,0.4039,0.7917,0.1766,1.0,0.9,58.943,51.893,23,55,32,ok,23.0,55.0,86.82634730538922,77.24550898203593,32.0
Kevin W. Eliceiri,0000-0001-8678-670X,Medicine,Elite (matched),80,176796,500,8.25,6.46,118,0.5279,0.8007,0.625,155,0.9461,0.3595,0.7871,0.988,1.0,1.0,58.838,56.35,24,118,94,ok,24.0,118.0,86.22754491017965,94.61077844311377,94.0
George F. Koob,0009-0002-9857-4493,Medicine,Elite (matched),169,113469,1015,6.79,5.34,80,0.3959,0.7647,0.66,93,0.7784,0.4126,0.7463,0.7246,1.0,1.0,58.678,54.785,25,28,3,ok,25.0,28.0,85.62874251497006,87.42514970059881,3.0
Eric Jauniaux,0000-0003-0925-7737,Medicine,Elite (matched),87,33263,598,5.71,3.31,60,0.5916,0.7078,0.68,124,0.2096,0.4948,0.702,0.4222,1.0,1.0,58.465,50.78,26,96,70,ok,26.0,96.0,85.02994011976048,71.8562874251497,70.0
Qing Nie,0000-0002-8804-3368,Medicine,Elite (matched),66,27408,449,7.34,5.93,101,0.5109,0.8244,0.49,156,0.0539,0.3869,0.8087,0.9222,1.0,1.0,58.36,49.438,27,135,108,ok,27.0,135.0,84.4311377245509,64.67065868263472,108.0
Pavel Tomančák,0000-0002-2222-9370,Medicine,Elite (matched),55,91864,186,8.13,6.62,66,0.3955,0.8267,0.341,117,0.6766,0.3568,0.8051,0.5479,1.0,1.0,58.346,53.2,28,146,118,ok,28.0,146.0,83.8323353293413,83.23353293413174,118.0
Scott E. Fraser,0000-0002-5377-0223,Medicine,Elite (matched),101,38485,615,7.08,5.53,100,0.5051,0.7874,0.54,160,0.3234,0.4022,0.7733,0.9162,1.0,1.0,58.229,51.39,29,72,43,ok,29.0,72.0,83.23353293413174,74.25149700598801,43.0
Christian Eggeling,0000-0002-3698-5599,Medicine,Elite (matched),83,28910,483,8.41,6.75,103,0.5438,0.8516,0.605,153,0.0898,0.3497,0.8362,0.9311,1.0,1.0,58.014,49.262,30,108,78,ok,30.0,108.0,82.63473053892216,63.47305389221557,78.0
Jean-Yves Tinévez,0000-0002-0998-4718,Medicine,Elite (matched),30,79610,214,7.1,4.56,60,0.3077,0.75,0.145,176,0.6407,0.4288,0.7279,0.4222,1.0,1.0,57.877,52.542,31,160,129,ok,31.0,160.0,82.03592814371258,80.23952095808383,129.0
Mark D. Robinson,0000-0002-3048-5518,Medicine,Elite (matched),82,93123,458,10.21,7.27,88,0.5512,0.839,0.48,172,0.6826,0.317,0.8246,0.8024,1.0,1.0,57.615,52.925,32,111,79,ok,32.0,111.0,81.437125748503,82.63473053892216,79.0
Andrew Z. Fire,0000-0002-9103-7449,Medicine,Nobel,88,53798,296,9.46,6.99,75,0.3667,0.8452,0.295,151,0.515,0.3315,0.8213,0.6617,1.0,1.0,57.504,51.216,33,88,55,ok,33.0,88.0,80.83832335329342,73.05389221556887,55.0
Atsushi Miyawaki,0000-0002-0671-4376,Medicine,Elite (matched),107,50593,616,9.09,7.37,110,0.5167,0.8401,0.685,134,0.4671,0.3257,0.8239,0.9701,1.0,1.0,57.478,51.524,34,66,32,ok,34.0,66.0,80.23952095808383,75.44910179640718,32.0
Alberto Mantovani,0000-0001-5578-236X,Medicine,Elite (matched),203,220412,2150,10.16,7.79,99,0.4655,0.8296,0.44,116,0.982,0.3045,0.8114,0.9102,1.0,1.0,57.408,54.991,35,11,-24,ok,35.0,11.0,79.64071856287424,88.62275449101796,-24.0
Wataru Fujibuchi,0000-0003-2243-9981,Medicine,Elite (matched),28,35084,127,8.47,5.98,57,0.4581,0.821,0.339,83,0.2515,0.3693,0.8029,0.3323,1.0,1.0,57.323,49.001,36,161,125,ok,36.0,161.0,79.04191616766467,61.07784431137725,125.0
Craig C. Mello,0000-0002-4741-6876,Medicine,Nobel,64,38431,130,7.71,7.2,32,0.3666,0.8497,0.264,56,0.3174,0.3468,0.8255,0.0898,1.0,0.64,57.32,49.143,37,138,101,ok,37.0,138.0,78.44311377245509,62.27544910179641,101.0
Markus Sauer,0000-0002-1692-3219,Medicine,Elite (matched),93,35593,637,9.1,7.3,108,0.5011,0.8466,0.585,159,0.2635,0.3274,0.8293,0.9641,1.0,1.0,57.18,49.744,38,81,43,ok,38.0,81.0,77.84431137724552,66.46706586826348,43.0
Tasuku Honjo,0000-0002-4658-9175,Medicine,Nobel,143,96082,728,9.27,7.29,98,0.4361,0.8229,0.405,120,0.7006,0.3258,0.8036,0.9042,1.0,1.0,57.175,52.778,39,42,3,ok,39.0,42.0,77.24550898203593,81.437125748503,3.0
Efthymia Papalexi,0000-0001-5898-694X,Medicine,Elite (matched),18,51552,38,15.29,5.34,21,0.6296,0.8457,0.263,20,0.479,0.3234,0.8349,0.0299,1.0,0.42,57.096,49.634,40,164,124,ok,40.0,164.0,76.34730538922156,65.26946107784431,124.0
Roberto Romero,0000-0002-4448-5121,Medicine,Elite (matched),183,149705,2291,10.18,4.28,62,0.615,0.7361,0.77,124,0.9102,0.3918,0.73,0.482,1.0,1.0,57.096,53.88,40,18,-22,ok,40.0,18.0,76.34730538922156,85.02994011976048,-22.0
Judith G. Hall,0000-0001-5062-491X,Medicine,Elite (matched),93,29618,1165,6.26,3.69,56,0.3193,0.7253,0.215,161,0.1198,0.4704,0.705,0.2994,1.0,1.0,57.048,48.168,42,81,39,ok,42.0,81.0,75.44910179640718,53.89221556886228,39.0
Ernst H. K. Stelzer,0000-0003-1545-0736,Medicine,Elite (matched),84,35300,447,8.38,6.9,82,0.48,0.8264,0.443,120,0.2575,0.3462,0.8091,0.7515,1.0,1.0,56.902,49.287,43,104,61,ok,43.0,104.0,74.8502994011976,64.07185628742515,61.0
Shizuo Akira,0000-0001-7602-9617,Medicine,Elite (matched),271,337459,1480,11.03,8.24,67,0.3966,0.8457,0.4,102,1.0,0.2862,0.8232,0.5689,1.0,1.0,56.846,54.038,44,1,-43,ok,44.0,1.0,74.25149700598801,86.22754491017965,-43.0
Elizabeth H. Blackburn,0000-0001-6327-8544,Medicine,Nobel,114,59045,441,7.53,5.68,104,0.5661,0.7428,0.49,124,0.5449,0.3907,0.734,0.9401,1.0,1.0,56.503,51.672,45,62,17,ok,45.0,62.0,73.65269461077844,76.64670658682635,17.0
Shinya Yamanaka,0000-0001-9469-1494,Medicine,Nobel,119,111759,418,9.82,8.93,95,0.4836,0.85,0.65,136,0.7605,0.2789,0.8317,0.8772,1.0,1.0,56.433,52.595,46,58,12,ok,46.0,58.0,73.05389221556887,80.83832335329342,12.0
Jules A. Hoffmann,0000-0001-8316-6514,Medicine,Nobel,74,32960,128,6.89,5.59,26,0.349,0.7784,0.304,25,0.1976,0.4038,0.7569,0.0539,1.0,0.52,56.364,47.652,47,124,77,ok,47.0,124.0,72.45508982035929,52.09580838323353,77.0
Nicholas Wald,0000-0003-1676-5908,Medicine,Elite (matched),89,39714,624,5.7,4.13,50,0.6253,0.6787,0.61,108,0.3473,0.4707,0.676,0.2305,1.0,1.0,56.322,49.846,48,87,39,ok,48.0,87.0,71.8562874251497,67.66467065868264,39.0
Michael E. Greenberg,0000-0003-1380-2160,Medicine,Elite (matched),142,113679,331,9.98,8.68,57,0.4643,0.8517,0.383,88,0.7844,0.2838,0.8323,0.3323,1.0,1.0,56.29,51.905,49,43,-6,ok,49.0,43.0,71.25748502994011,77.84431137724552,-6.0
Mark P. Mattson,0000-0002-9816-4155,Medicine,Elite (matched),218,172835,1286,8.64,7.3,92,0.4539,0.78,0.58,101,0.9401,0.3325,0.7637,0.8563,1.0,1.0,56.287,53.903,50,7,-43,ok,50.0,7.0,70.65868263473054,85.62874251497006,-43.0
Satoshi Ōmura,0000-0003-1676-5972,Medicine,Nobel,88,47803,1583,8.11,7.03,69,0.4861,0.8007,0.62,102,0.4611,0.3461,0.785,0.5958,1.0,1.0,56.238,50.118,51,88,37,ok,51.0,88.0,70.05988023952095,70.05988023952095,37.0
Shalev Itzkovitz,0000-0003-0685-2522,Medicine,Elite (matched),67,37350,233,9.99,6.98,62,0.4421,0.8368,0.305,139,0.2994,0.3264,0.8171,0.482,1.0,1.0,56.225,48.414,52,133,81,ok,52.0,133.0,69.46107784431138,56.886227544910184,81.0
Benjamin Schmid,0000-0002-9327-2296,Medicine,Elite (matched),25,76208,87,11.35,5.29,57,0.4654,0.7842,0.349,64,0.6228,0.3549,0.7683,0.3323,1.0,1.0,56.127,50.402,53,162,109,ok,53.0,162.0,68.8622754491018,71.25748502994011,109.0
Ignacio Arganda‐Carreras,0000-0003-0229-5722,Medicine,Elite (matched),31,81904,171,7.95,5.01,76,0.4381,0.727,0.183,128,0.6467,0.4024,0.7126,0.6737,1.0,1.0,56.116,51.498,54,159,105,ok,54.0,159.0,68.26347305389223,74.8502994011976,105.0
Charles A. Dinarello,0000-0002-5073-8316,Medicine,Elite (matched),196,145785,1174,9.88,8.29,94,0.4762,0.8154,0.51,141,0.9042,0.2945,0.7984,0.8683,1.0,1.0,56.026,53.306,55,12,-43,ok,55.0,12.0,67.66467065868264,83.8323353293413,-43.0
James E. Rothman,0000-0001-8653-8650,Medicine,Nobel,87,39706,207,9.78,7.46,32,0.3963,0.8498,0.343,64,0.3413,0.3163,0.8271,0.0898,1.0,0.64,56.008,47.997,56,96,40,ok,56.0,96.0,67.06586826347305,52.69461077844312,40.0
Stephan Preibisch,0000-0002-0276-494X,Medicine,Elite (matched),37,79541,108,14.85,6.38,45,0.4405,0.8394,0.288,84,0.6347,0.3031,0.8195,0.1766,1.0,0.9,55.995,49.868,57,154,97,ok,57.0,154.0,66.46706586826348,68.26347305389223,97.0
Paul Greengard,0000-0002-4437-0893,Medicine,Elite (matched),206,138507,1129,9.13,7.92,54,0.4281,0.812,0.555,133,0.8922,0.3111,0.7928,0.2784,1.0,1.0,55.991,52.445,58,10,-48,ok,58.0,10.0,65.86826347305389,79.64071856287424,-48.0
Michael Boutros,0000-0002-9458-817X,Medicine,Elite (matched),83,29901,426,9.92,8.05,90,0.4514,0.8601,0.51,145,0.1377,0.3002,0.8397,0.8383,1.0,1.0,55.865,47.413,59,108,49,ok,59.0,108.0,65.26946107784431,50.29940119760479,49.0
Jan Ellenberg,0000-0001-5909-701X,Medicine,Elite (matched),94,31757,264,10.46,7.75,63,0.4948,0.8594,0.465,117,0.1677,0.3029,0.8412,0.5,1.0,1.0,55.859,47.198,60,79,19,ok,60.0,79.0,64.67065868263472,49.101796407185624,19.0
Mario R. Capecchi,0000-0003-0382-2729,Medicine,Nobel,107,37356,326,8.83,6.92,82,0.4269,0.796,0.376,123,0.3054,0.3402,0.7775,0.7515,1.0,1.0,55.255,48.17,61,66,5,ok,61.0,66.0,64.07185628742515,54.49101796407185,5.0
Davis J. McCarthy,0000-0002-2218-6833,Medicine,Elite (matched),36,65311,167,15.84,7.19,53,0.5137,0.8444,0.241,143,0.5629,0.2796,0.8279,0.2605,1.0,1.0,55.12,48.83,62,156,94,ok,62.0,156.0,63.47305389221557,59.88023952095808,94.0
Dan R. Littman,0000-0002-2850-8688,Medicine,Elite (matched),169,129850,501,11.04,9.68,64,0.4414,0.8508,0.37,108,0.8263,0.251,0.8303,0.524,1.0,1.0,54.919,51.238,63,28,-35,ok,63.0,28.0,62.874251497005986,73.65269461077844,-35.0
Richard A. Flavell,0000-0003-4461-0778,Medicine,Elite (matched),247,233076,1513,11.66,9.61,57,0.4883,0.8426,0.57,90,0.994,0.2486,0.8249,0.3323,1.0,1.0,54.893,52.236,64,2,-62,ok,64.0,2.0,62.27544910179641,79.04191616766467,-62.0
David Julius,0000-0002-6942-9277,Medicine,Nobel,88,72514,232,8.81,6.0,44,0.3312,0.758,0.239,63,0.6108,0.3644,0.7367,0.1617,1.0,0.88,54.88,49.236,65,88,23,ok,65.0,88.0,61.67664670658682,62.874251497005986,23.0
K. H. Nicolaides,0000-0003-1266-0711,Medicine,Elite (matched),176,135840,2314,7.6,6.28,37,0.8166,0.7046,0.935,161,0.8802,0.3733,0.7102,0.1317,1.0,0.74,54.85,52.154,66,20,-46,ok,66.0,20.0,61.07784431137725,78.44311377245509,-46.0
Joe Leigh Simpson,0000-0002-5309-6881,Medicine,Elite (matched),84,28923,760,7.84,5.38,75,0.5493,0.7376,0.44,79,0.0988,0.3941,0.7282,0.6617,1.0,1.0,54.753,46.521,67,104,37,ok,67.0,104.0,60.47904191616767,45.50898203592814,37.0
Tomas Hökfelt,0000-0002-3587-0116,Medicine,Elite (matched),163,104506,1243,9.25,7.7,88,0.4834,0.7742,0.625,127,0.7425,0.3155,0.7597,0.8024,1.0,1.0,54.614,50.987,68,34,-34,ok,68.0,34.0,59.88023952095808,72.45508982035929,-34.0
Carlos Simón,0000-0003-0902-9531,Medicine,Elite (matched),115,44171,1028,9.02,7.3,57,0.7013,0.7805,0.82,120,0.4192,0.3283,0.7765,0.3323,1.0,1.0,54.612,48.357,69,61,-8,ok,69.0,61.0,59.2814371257485,56.287425149700596,-8.0
Jeff W. Lichtman,0000-0002-0208-3212,Medicine,Elite (matched),86,36465,358,9.18,7.95,73,0.5167,0.8116,0.44,135,0.2874,0.3098,0.7969,0.6317,1.0,1.0,54.557,47.406,70,101,31,ok,70.0,101.0,58.68263473053892,49.700598802395206,31.0
